[ 2024-05-23 20:50:20,826 ] 96 werkzeug - WARNING -  * Debugger is active!
[ 2024-05-23 20:50:20,827 ] 96 werkzeug - INFO -  * Debugger PIN: 180-553-601
[ 2024-05-23 20:50:20,897 ] 19 root - INFO - Starting re - training
[ 2024-05-23 20:50:20,897 ] 21 root - INFO - Data Ingestion methods starts
[ 2024-05-23 20:50:20,900 ] 24 root - INFO - Dataset read as dataframe
[ 2024-05-23 20:50:20,910 ] 30 root - INFO - Train test split
[ 2024-05-23 20:50:20,916 ] 36 root - INFO - Ingestion of the data is completed
[ 2024-05-23 20:50:20,941 ] 35 root - INFO - Transformation of the data is started
[ 2024-05-23 20:50:20,956 ] 43 root - INFO - Transformation of the data is completed
[ 2024-05-23 20:50:20,972 ] 62 root - INFO - Initializing PyCaret setup
[ 2024-05-23 20:50:23,942 ] 1026 httpx - INFO - HTTP Request: GET https://api.gradio.app/gradio-messaging/en "HTTP/1.1 200 OK"
[ 2024-05-23 20:50:24,462 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\label.py', reloading
[ 2024-05-23 20:50:24,478 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\line_plot.py', reloading
[ 2024-05-23 20:50:24,495 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\login_button.py', reloading
[ 2024-05-23 20:50:24,508 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\logout_button.py', reloading
[ 2024-05-23 20:50:24,516 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\markdown.py', reloading
[ 2024-05-23 20:50:24,524 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\model3d.py', reloading
[ 2024-05-23 20:50:24,556 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\number.py', reloading
[ 2024-05-23 20:50:24,556 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\paramviewer.py', reloading
[ 2024-05-23 20:50:24,571 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\radio.py', reloading
[ 2024-05-23 20:50:24,588 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\scatter_plot.py', reloading
[ 2024-05-23 20:50:24,603 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\slider.py', reloading
[ 2024-05-23 20:50:24,619 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\state.py', reloading
[ 2024-05-23 20:50:24,638 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\textbox.py', reloading
[ 2024-05-23 20:50:24,658 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\upload_button.py', reloading
[ 2024-05-23 20:50:24,677 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\video.py', reloading
[ 2024-05-23 20:50:24,708 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\_simple_templates\\simpledropdown.py', reloading
[ 2024-05-23 20:50:24,724 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\_simple_templates\\simpleimage.py', reloading
[ 2024-05-23 20:50:24,740 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\_simple_templates\\simpletextbox.py', reloading
[ 2024-05-23 20:50:24,756 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\templates.py', reloading
